text,label
the nuclear industry is a necessity for energy production for desalination and in the fields of medicine agriculture and other sectors iran s supreme leader ayatollah ali khameneiso many lies is it finally time for the us to act before it s too late iran s president on thursday said tehran will not sign a final nuclear deal unless world powers lift economic sanctions imposed on the country immediately the united states united kingdom france russia china and germany the so called p5 1 group reached an understanding with iran last week on limits to its nuclear program in return for lifting crippling economic sanctions after extended talks in lausanne switzerland the u s has previously said the sanctions would be lifted in phases but the details have not yet been negotiated however in a televised speech on thursday president hassan rouhani appeared to rule out a gradual removal of the successive round of sanctions that have hit hard its energy and financial sectors and crippled its economy we will not sign any deal unless all sanctions are lifted on the same day rouhani said according to reuters we want a win win deal for all parties involved in the nuclear talks rouhani was speaking at a ceremony to mark iran s nuclear technology day the iranian nation has been and will be the victor in the negotiations he said the deal negotiated in switzerland says that sanctions will be suspended after international monitors verify that iran is abiding by the limitations set out and that the sanctions will resume if iran fails to fulfill its obligations it has never been our position that all of the sanctions against iran should be removed from day one white house spokesman josh earnest said monday iran s supreme leader ayatollah ali khamenei on thursday said there is no guarantee a full agreement will be reached by the end of june the afp news agency reported what has been done so far does not guarantee an agreement nor its contents nor even that the negotiations will continue to the end he said according to the agency everything is in the detail it may be that the other side the six world powers which is unfair wants to limit our country in the details he added officials say that nothing has been done yet and there is nothing binding i am neither for nor against the nuclear industry is a necessity for energy production for desalination and in the fields of medicine agriculture and other sectors negotiators have until june 30 to fill in the critical details to assure iran it will get relief from the sanctions as soon as possible and guarantee the world powers that iran won t develop a nuclear weapon rouhani on thursday also called for an end to airstrikes by a saudi led coalition in yemen and said they were a mistake not singling out any country in particular he said you learned that it was wrong you will learn not later but soon that you are making mistake in yemen too the associated press reported wouldn t that be considered a threat rouhani also called for a cease fire in yemen to enable talks to end the crisis the ap said adding to calls by the red cross and russia for a cease fire to allow aid into the war torn nation on wednesday the pentagon said the u s military has begun air refueling operations for the coalition conducting the airstrikes as shiite rebels known as houthis continued their advance on the southern port city of aden the pentagon also said the united states would expedite delivery of ammunition including bombs and guidance systems to the saudis and other coalition members via usa today,fake
just when you thought the 2014 election results would provide america with some checks and balances u s lawmakers narrowly approved legislation key to securing a hallmark pacific trade deal on thursday partly reversing a defeat less than a week before in a boost to president barack obama s goal of strengthening u s economic ties with asia the house of representatives voted 218 to 208 to give the white house authority to close trade deals such as the 12 nation trans pacific partnership tpp which encompasses 40 percent of the global economy and is close to completion but the bill a stripped down version of legislation which failed at a vote last week must now go back to the senate for approval where a vote is likely next week the house has been wrestling for weeks with fast track authority which lets lawmakers set negotiating objectives for trade deals such as the tpp but restricts them to a yes or no vote on the finished agreement democrats last week dramatically rejected a personal appeal from obama to back legislation central to his hallmark pacific rim trade deal by voting down a companion measure to renew an expiring program to help workers hurt by trade the trade package consists of three basic components that measure was cut from the bill approved on thursday but the change from the original legislation ensures a return to the senate delaying final passage further in debate before the vote many democrats lined up on the house floor to voice their anger with obama s trade initiative this thing is modeled after nafta north american free trade agreement which cost us 5 million jobs said veteran democratic representative louise slaughter related coverage house speaker confident in pretty good place on trade vote republicans weary of the long struggle to pass fast track urged the house to vote and move on enacting trade promotion authority is critical for our economy and for our national security and so we re going to get it done here today ways and means committee chairman paul ryan a republican said clock tickingdemocratic senator ron wyden told reuters pro trade democrats were determined to pass both fast track and the worker aid program and were working on a plan to achieve that goal house speaker john boehner said he hoped the senate would soon take up fast track and the worker aid program which would be tacked on to a bill renewing trade benefits for african countries but members of the congressional black caucus have warned against using the bill as a bargaining chip and house democratic leader nancy pelosi who voted against fast track said she did not see a path forward for the worker aid program many democrats who have strong links to trade unions fear trade deals such as the tpp will cost u s jobs as employers chase lower costs in signatory countries the house vote is a good sign for the tpp which would harmonize standards on issues like intellectual property and labor protections and lower trade barriers among the dozen emerging and developed countries approval of the tpp would open new markets for major u s exporters such as boeing ba n ford f n ibm ibm n caterpillar cat n merck mrk n and cisco csco o policy analysts said negotiators are under pressure to finish the pact which is already more than five years in the making to allow the tpp to clear congress before 2016 u s presidential election campaigns dominate the agenda democratic presidential front runner hillary clinton has yet to take a stand on the deal but the former secretary of state has said obama should take on board legitimate concerns expressed by fellow democrats some tpp partner countries including japan and canada want fast track in place before making final offers on the trade deal which economists estimate would boost the global economy by almost 300 billion a year trade deals are controversial in the united states which has a share of exports to gross domestic product roughly half that of china partly because of the country s past experience with nafta that pact freed up trade between the united states canada and mexico and more than two decades later is blamed by many for u s factory closures and job losses and has soured sentiment toward the tpp,fake
so much for the us refusing to work with countries who are guilty of some of the worst human rights violations in the world from human rights watch vietnam s human rights record remains dire in all key areas a one party communist state suppresses virtually all forms of political dissent using a broad array of repressive measures freedom of expression association and assembly are tightly controlled the police routinely use torture and beatings to extract confessions and punish detainees religious minorities and activists are harassed intimidated and imprisoned the criminal justice system lacks independence and operates under the direction of the government and party state run drug rehabilitation centers exploit detainees as forced laborers making goods for local markets and export despite the pressure increasing numbers of courageous bloggers and activists are vocal in calling for democracy and greater freedoms a coalition of 14 human rights groups strongly condemns the feb 2014 decision by an appeals court upholding a 30 month prison sentence for vietnamese human rights lawyer and blogger le quoc quan mr quan has been detained since december 2012 the groups believe mr quan s detention is politically motivated and a reaction to his blog where he frequently exposes human rights violations by the vietnamese government mr quan is a victim of a coordinated government crackdown on bloggers citizen journalists and pro democracy activists meanwhile president barack obama met tuesday with vietnamese communist party leader nguy n ph tr ng in the hopes of strengthening ties between the two nations the president also welcomes the opportunity to discuss other issues including the trans pacific partnership human rights and bilateral defense cooperation the white house said in a statement the meeting came nearly four decades after the vietnam war since that time the two countries have made efforts to improve diplomatic relations in just the past two years obama has met with vietnam s president tr ng t n sang and prime minister nguy n t n d ng like in any relations between two countries in the world vietnam and the u s have differences on a number of issues such as perception on democracy human rights and trade tr ng wrote according to npr to resolve differences i believe the most effective way would be open and constructive dialogues via daily caller,fake
a high profile anti mass migration member of the european parliament has had her office attacked by left wing radical thugs in berlin just under two weeks after her car was firebombed beatrix von storch mep a member of the alternative fur deutschland afd party which held a massive demonstration against german chancellor angela merkel s immigration policies yesterday this is the second attack on ms von storch in just over a week according to die welt mrs von storch s office was pelted with paint bombs and rocks in the overnight attack the state protection office has begun an investigation into the incident in a previous attack ms von storch s car was fire bombed by opponents angry at her criticism of berlin and brussels in relation to the ongoing european migrant crisis two neighbouring cars were also destroyed in that arson attack in a densely populated residential area in the middle of berlin good morning from berlin where the row over refugees deepens asylum activist attacked house of afd s von storch pic twitter com qmac1pfpwp holger zschaepitz schuldensuehner november 8 2015ms von storch 45 is the duchess of oldenburg a distant relative of the duke of edinburgh who trained as a lawyer and spent 10 years as an insolvency specialist before entering politics as breitbart london has reported her eurosceptic afd party campaigns against mass migration and stands on a more children for german families platform after coming close to entering the german parliament soon after its founding in 2013 afd won seats in last year s european parliament elections where it sits in the european conservatives and reformists group alongside british conservative party meps it then won representation in five german state assemblies after widening its appeal with populist positions on law and order immigration and traditional social values via breitbart news,fake
does anyone else find it strange the obama would lobby so hard to make it easy for iran to develop nuclear weapons they will likely use against us and our allies in the middle east maybe he s not aware that we re dealing with a country who has an actual day set aside to celebrate their hate for america and israel iran s quds day death to america death to israelthe ritualistic rally cries of death to america and death to israel quds day has become a day in which iran and protestors in other societies attack the legitimacy of the state of israel the little satan and continue to threaten the united states the big satan gatestone institute an apparent draft of one of the secret side agreements to the iran nuclear deal indicates that tehran will be permitted to use its own experts to inspect the parchin nuclear site believed to have housed nuclear arms development the associated press obtained the document which an anonymous official described as a draft of an agreement between iran and the international atomic energy agency iaea that does not differ much from the final version the iaea is the u n agency responsible for ensuring that tehran abides by the stipulations in the finalized deal the secret agreements between iran and the iaea of which there are at least two have to do with the inspection of iran s parchin military facility as well as the extent to which tehran must admit to the details of its alleged nuclear weapons program despite repeated calls from lawmakers president obama has refused to provide congress with the details of the secret deals the ap reports any iaea member country must give the agency some insight into its nuclear program some countries are required to do no more than give a yearly accounting of the nuclear material they possess but nations like iran suspected of possible proliferation are under greater scrutiny that can include stringent inspections but the agreement diverges from normal inspection procedures between the iaea and a member country by essentially ceding the agency s investigative authority to iran it allows tehran to employ its own experts and equipment in the search for evidence for activities that it has consistently denied trying to develop nuclear weapons the document suggests that iaea officials will merely monitor iranian experts as they inspect the parchin site and provide the u n agency with photos and videos taken only of areas that iran has not deemed off limits because of military implications iranian technicians are also to perform the sampling of weapons development work which is limited to seven samples inside the facility building in the face of criticism the obama administration has denied that the nuclear deal is built on the trust of the iranians multiple gop lawmakers have sounded the alarm regarding the secret agreements between tehran and the iaea accusing obama of violating the law by denying congress access to the details of the side deals before the final deal was reached in vienna obama signed the iran nuclear agreement review act which requires congressional lawmakers view all documents of the nuclear agreement specifically including those reached on the side via wfbwatch barack hussein obama compare the gop to iranian s chanting death to america over their opposition to his heinous deal,fake
north korea said on monday it had successfully conducted a newly developed mid to long range missile test on sunday supervised by leader kim jong un and aimed at verifying the capability to carry a large scale heavy nuclear warhead kim accused the united states of browbeating countries that have no nukes and warned washington not to misjudge the reality that its mainland is in the north s sighting range for strike the north s official kcna news agency reported the north fired a ballistic missile that landed in the sea near russia on sunday in a launch that washington called a message to south korea days after its new president took office pledging to engage pyongyang in dialogue the missile was launched at the highest angle so as not to affect the security of neighboring countries and flew 787 kilometers 490 miles reaching an altitude of 2 111 5 kilometers 1 312 miles kcna said experts said the altitude reached by the missile tested on sunday meant it was launched at a high trajectory which would limit the lateral distance it traveled but if it was fired at a standard trajectory it would have a range of at least 4 000 km 2 500 miles experts said the test fire aimed at verifying the tactical and technological specifications of the newly developed ballistic rocket capable of carrying a large size heavy nuclear warhead kcna said north korea is believed to be developing an intercontinental ballistic missile icbm capable of carrying a nuclear warhead and reaching the mainland united states the u s military s pacific command said the type of missile that was fired was not consistent with an intercontinental ballistic missile the united nations security council is due to meet on tuesday to discuss north korea s latest missile launch diplomats said on sunday which was requested by the united states and allies south korea and japan u s ambassador to the united nations nikki haley called the launch a message by pyongyang to south korea after the election of president moon jae in who took office on wednesday the report on the missile s flight was largely consistent with south korean and japanese assessments on sunday that it flew 700 km 435 miles and reached an altitude of more than 2 000 km 1 243 miles which is further and higher than an intermediate range missile tested in february from the same region northwest of pyongyang north korea s latest successful missile test represents a level of performance never before seen from a north korean missile washington based monitoring project 38 north said in an analysis issued on sunday it appears to have not only demonstrated an intermediate range ballistic missile irbm that might enable them to reliably strike the u s base at guam but more importantly may represent a substantial advance to developing an intercontinental ballistic missile icbm it said for entire story reuters,fake
while fecklessness towards the emerging north korean threat characterized the clinton and bush 43 administrations we find ourselves needlessly exposed to its present magnitude in no small measure because obama s so called strategic patience was characterized by inaction on two vital fronts advancing the u s missile defense capabilities and protecting the grid against electromagnetic pulse and other perils barack obama and his subordinates brought to office a visceral enmity towards missile defense born of an ideological attachment to the obsolete anti ballistic missile treaty with the soviet union which prevented the united states from having any effective anti missile systems while george w bush formally withdrew us from the abm treaty in 2002 the capabilities of such defenses as have been put into place have been deliberately limited so much so that they were reportedly not up to the task of shooting down the ballistic missile pyongyang fired over japan last week team obama was convinced that it would rid the world of nuclear weapons and so declined to take seriously let alone do anything appreciable about the danger that one or more detonated outside the atmosphere over the united states could destroy our most critical of critical infrastructures the electric grid late in his presidency mr obama did evince concern about a similar nation ending effect being caused by intense solar storms but did little to make the grid resilient against that source of destructive electromagnetic pulses either frank j gaffney jr former assistant secretary of defense for the reagan administration and president of the center for security policywashington examiner congress was warned thursday that north korea is capable of attacking the u s today with a nuclear emp bomb that could indefinitely shut down the electric power grid and kill 90 percent of all americans within a year at a house hearing experts said that north korea could easily employ the doomsday scenario to turn parts of the u s to ashes in calling on the pentagon and president trump to move quickly to protect the grid the experts testified that an explosion of a high altitude nuclear bomb delivered by a missile or satellite could be to shut down the u s electric power grid for an indefinite period leading to the death within a year of up to 90 percent of all americans two members of the former congressional emp commission said the threat to the u s has never been higher in part because of the current high level of saber rattling by both sides and north korea s surprising display over the past six months of its ability to deliver on its threats with the development of small nuclear arsenals and long range missiles by new radical u s adversaries beginning with north korea the threat of a nuclear emp attack against the u s becomes one of the few ways that such a country could inflict devastating damage to the united states it is critical therefore that the u s national leadership address the emp threat as a critical and existential issue and give a high priority to assuring the leadership is engaged and the necessary steps are taken to protect the country from emp the experts told a house homeland security subcommittee watch the discussion about the threat of an emp attack on the united states with congressional members here,fake
rep jeb hensarling r texas announced tuesday he will not seek another term in congress in 2018 telling supporters he has already stayed far longer than i had originally planned hensarling the chairman of the house financial services committee was first elected to the house in 2002 and is described by the dallas morning news as a staunch constitutional conservative passed over for treasury secretary hensarling s future has been a source of speculation for months he was passed over to be trump s treasury secretary a gig that ended up going to steve mnuchin and hensarling s term as house financial services chairman will expire at the end of next year hensarling tries to roll back obama regs hensarling in june saw the house ok his roll back of far reaching banking regulations created under president barack obama but the senate has not moved on the bill he s also been unable to get much traction on his plans to overhaul a beleaguered flood insurance program i have already stayed far longer than i had originally planned today i am announcing that i will not seek reelection to the us congress in 2018 although service in congress remains the greatest privilege of my life i never intended to make it a lifetime commitment and i have already stayed far longer than i had originally planned hensarling wrote to supporters on tuesday he added since my term as chairman of the house financial services committee comes to an end next year the time seems right for my departure although i will not be running for reelection there are 14 months left in my congressional term to continue the fight for individual liberty free enterprise and limited constitutional government the causes for which i remain passionate hensarling s retirement announcement comes as democrats look to 2018 as their best chance to take back the majority since losing the house in 2010 one of the notable things hensarling tried to do texas republican rep jeb hensarling told a conference of mortgage bankers wednesday his 2013 bill that would have ended fannie mae and freddie mac still remains the best path forward for reform of the housing finance market appearing at a meeting of the mortgage bankers association wednesday morning in downtown washington the conservative chairman of the house financial services committee said the legislation still represents the best vehicle for reform the bill cleared the committee with republican votes in 2013 but failed to advance in the house thanks to finance industry skepticism notably it would have dissolved the bailed out mortgage giants fannie mae and freddie mac in their stead it would have created a privately run utility to facilitate the creation of mortgage backed securities and support a secondary market for home loans the bill would have removed government backing for mortgage backed utilities though at the time many industry groups including the mortgage bankers association argued eliminating the government backstop for mortgage backed securities would make 30 year fixed rate loans unavailable read more dallas news,fake
what a great photo of president trump joined by the president of egypt and saudi king salman to inaugurate the global center for combating extremist ideology essentially the center appears to be a saudi data hub for monitoring multiple media and social media platforms detecting extremist sentiments and countering the concerning rhetoric with positive social media messaging in the u s we have the nsa cyber command monitoring system hoping this will help in the war on isis and other terrorists we ll see,fake
but wait wasn t the muslim brotherhood s arab spring sharia law for all egyptians supposed to be a good thing an egyptian court sentenced mohamed badie leader of the outlawed muslim brotherhood and 13 other senior members of the group to death for inciting chaos and violence and gave a life term to a u s egyptian citizen for ties to the brotherhood the men were among thousands of people detained after freely elected islamist president mohamed mursi was toppled in 2013 by the military under abdel fattah al sisi who is now president sisi describes the brotherhood as a major security threat the group says it is committed to peaceful activism and had nothing to do with islamist militant violence in egypt since mursi s fall following mass protests against his rule egypt s mass trials of brotherhood members and people accused of links to the group as well as its tough crackdown on islamist and liberal opposition alike have drawn international criticism of its judicial system and human rights record the sentences pronounced at a televised court session on saturday can be appealed before egypt s highest civilian court in a process that could take years to reach a final verdict u s egyptian citizen mohamed soltan was sentenced to life in jail for supporting the veteran islamist movement and transmitting false news he is the son of brotherhood preacher salah soltan who was among those sentenced to death mohamed abdel mawgod one of the defense lawyers condemned the verdicts the court did not differentiate between the defendants and put them all in the same basket he told reporters at the courthouse none of the defendants were present during the hearing badie is the brotherhood s general guide and has already been sentenced to several death and life sentences his deputy khairat el shater was given a life sentence on saturday operations room trialrights groups say egypt where a popular uprising toppled veteran autocrat hosni mubarak in 2011 and started years of political turmoil is now cracking down on all dissent sisi says stability is needed to revive the shattered economy rights advocates have criticized a u s decision to end a freeze on military aid to cairo saying washington is putting human rights on the backburner the united states has said the decision to end the freeze was in the interest of national security mohamed soltan 27 arrested in august 2013 had been on hunger strike while in prison he deserves the punishment because of the money and instructions from the brotherhood which were found with him and for spreading chaos and horror in society presiding judge mohamed nagi shehata told reporters sara mohamed a relative of the soltan family said they would appeal the verdict it was a farce trial of the first class none of the defendants attended the session she told reuters by phone a website calling for mohamed soltan s release says he was not a member of the brotherhood describing him as a u s educated peace activist who was involved in youth events and charities the website shows pictures of him lying emaciated on a stretcher while in detention saturday s case was known in local media as the rabaa operations room trial this is in reference to a sit in at rabaa square in 2013 in which hundreds of people protesting at the overthrow of mursi were killed when security forces tried to clear the area by force cairo has defended its actions saying it had given protesters the opportunity to leave peacefully and that armed elements within the brotherhood initiated the violence saturday s session sentenced 51 people those who were not sentenced to death were given a life sentence the long list of charges included leading and funding an outlawed group overturning the constitution and planning to spread chaos a court source said via reuters,fake
while we believe the un headquarters would make a great condo building please see krauthammer video below this is a start the trump administration just decided to significantly reduce the un budget amabassador nikki haley released a statement ambassador haley on the united states negotiating a significant reduction in the un budgetfor immediate releasetoday the united nations agreed on a budget for the 2018 2019 fiscal year among a host of other successes the united states negotiated a reduction of over 285 million off the 2016 2017 final budget in addition to these significant cost savings we reduced the un s bloated management and support functions bolstered support for key u s priorities throughout the world and instilled more discipline and accountability throughout the un system the inefficiency and overspending of the united nations are well known we will no longer let the generosity of the american people be taken advantage of or remain unchecked this historic reduction in spending in addition to many other moves toward a more efficient and accountable un is a big step in the right direction while we are pleased with the results of this year s budget negotiations you can be sure we ll continue to look at ways to increase the un s efficiency while protecting our interests said ambassador haley the united states carries the burden of the un budget maga defund the un president trump threatened to cut aid he s following through on his promise reuters reported u s president donald trump on wednesday threatened to cut off financial aid to countries that vote in favor of a draft united nations resolution calling for the united states to withdraw its decision to recognize jerusalem as israel s capital they take hundreds of millions of dollars and even billions of dollars and then they vote against us well we re watching those votes let them vote against us we ll save a lot we don t care trump told reporters at the white house charles krauthammer trump should turn the united nations building into condos,fake
holy smokes could someone tell obama he doesn t need to dump more money into the baltimore school system i think they need to point the finger somewhere else the baltimore school system ranked second among the nation s 100 largest school districts in how much it spent per pupil in fiscal year 2011 according to data released tuesday by the u s census bureau the city s 15 483 per pupil expenditure was second to new york city s 19 770 rounding out the top five were montgomery county which spent 15 421 milwaukee public schools at 14 244 and prince george s county public schools which spent 13 775 the census bureau also noted the first decrease in per pupil spending nationally since 1977 the year the figures were first tracked the per pupil expenditures were calculated based on taking the districts current spending on day to day operations and deducting payments to charter schools and capital funding the remaining money was divided by the number of students enrolled in traditional schools the amounts were not adjusted for inflation baltimore schools ceo andr s alonso said the city s total could have reflected large infusions of cash to the district including millions in federal stimulus dollars and federal race to the top funds he also credited state lawmakers for maintaining funding as many states pulled back on spending with many districts losing funding maryland held the line on education which is why you see three districts at or near the top he said on monday the school board passed a 1 2 billion budget that includes per pupil funding of 5 190 that amount is different from what the census bureau reported because the school system takes out other expenses such as transportation costs and special education services before allocating money to individual schools in addition the school system provides extra funding for certain groups of students such as those in special education and dropout prevention programs via baltimore sun,fake
donald trump is right again he warned in a presidential debate that no one was paying attention to north korea well north korea just tested a hydrogen bomb so big that it registered as a 5 1 earthquake yes we might want to pay more attention to them north korea wanted what it called the h bomb of justice as protection from the ever growing nuclear threat and blackmail by the u s led hostile forces the wall street journal an earthquake hit north korea early wednesday near the site of the nation s previous nuclear tests and south korean experts said the seismic activity appeared to be triggered by a man made explosion north korean state radio said pyongyang would make an important announcement at 12 p m north korea time according to seoul s unification ministry which monitors its neighbor s media the u s geological survey reported the magnitude of the quake at 5 1 with the epicenter in the northeast of the country 49 kilometers 30 miles from the nuclear test site of pyunggye ri north korea s last nuclear test in february 2013 was of the same magnitude in december north korean leader kim jong un said the country was ready to detonate atomic and hydrogen bombs according to state media at the 54 28 mark trump speaks about north korea ted and i have spoken a lot of us have spoken because we re talking about iran and they are bad actors bad things are going to happen but in the meantime you have somebody right now in north korea who s got nuclear weapons and who is saying almost every other week i m ready to use them and we don t even mention it donald trump via conservative treehouse,fake
this is not a fluke after years of towing the union line life long democrat union members are switching their allegiance to trump a recent afl cio poll found that trump has more support than hillary and bernie sanders combined,fake
antonin scalia was one of our most reliable conservative us supreme court justices pray for our nation conservative u s supreme court justice antonin scalia has died setting up a major political showdown between president barack obama and the republican controlled senate over who will replace him just months before a presidential election on behalf of the court and retired justices i am saddened to report that our colleague justice antonin scalia has passed away chief justice john roberts said in a statement on saturday calling scalia 79 an extraordinary individual and jurist scalia s death was first reported by the san antonio news express who said he had apparently died of natural causes while visiting a luxury resort in west texas appointed to the top u s court in 1986 by president ronald reagan scalia was known for his strident conservative views and theatrical flair in the courtroom obama who is traveling in california extended his condolences and the white house said he would have more to say about scalia s death later on saturday the u s president will face a stiff battle to win confirmation of a nominee to replace the dead jurist with republicans likely to delay in the hope that one of their own wins the november election obama could tilt the balance of the nation s highest court which now consists of four conservatives and four liberals if he is successful in pushing his nominate through the senate confirmation process conservative justice anthony kennedy sometimes joins with the liberals on high profile issues including gay rights and the death penalty justice scalia was an american hero we owe it to him and the nation for the senate to ensure that the next president names his replacement senator ted cruz of texas a republican presidential candidate said on twitter the court is set to decide its first major abortion case in nearly 10 years as well as key cases on voting rights affirmative action and immigration possible replacementsscalia s replacement would be obama s third appointment to the nine justice court obama s first two appointments to the court liberals sonia sotomayor in 2009 and elena kagan in 2010 both experienced relatively smooth confirmation hearings in the senate which was then controlled by democrats sotomayor was approved by a 68 31 vote and kagan by 63 37 the battle over scalia s replacement will be different with republicans now in charge of the senate and keen to exert their influence over the process obama is likely to be forced into picking a moderate with little or no history of advocating for liberal causes via yahoo news,fake
hillary was secretary of state an unimaginable earthquake hit haiti in january 2010 250 000 people were estimated to have died in the earthquake hillary promised haitians on behalf of the united states that we would offer disaster relief and humanitarian assistance meanwhile as billions of dollars flowed into the coffers of the clinton foundation former president bill clinton was appointed special envoy to haiti for the united nations was also named co chair of the interim haiti recovery commission here is the horrific story of how the clinton s helped some of the poorest people in the world,fake
does anyone else find it strange the obama would lobby so hard to make it easy for iran to develop nuclear weapons they will likely use against us and our allies in the middle east maybe he s not aware that we re dealing with a country who has an actual day set aside to celebrate their hate for america and israel iran s quds day death to america death to israelthe ritualistic rally cries of death to america and death to israel quds day has become a day in which iran and protestors in other societies attack the legitimacy of the state of israel the little satan and continue to threaten the united states the big satan gatestone institute an apparent draft of one of the secret side agreements to the iran nuclear deal indicates that tehran will be permitted to use its own experts to inspect the parchin nuclear site believed to have housed nuclear arms development the associated press obtained the document which an anonymous official described as a draft of an agreement between iran and the international atomic energy agency iaea that does not differ much from the final version the iaea is the u n agency responsible for ensuring that tehran abides by the stipulations in the finalized deal the secret agreements between iran and the iaea of which there are at least two have to do with the inspection of iran s parchin military facility as well as the extent to which tehran must admit to the details of its alleged nuclear weapons program despite repeated calls from lawmakers president obama has refused to provide congress with the details of the secret deals the ap reports any iaea member country must give the agency some insight into its nuclear program some countries are required to do no more than give a yearly accounting of the nuclear material they possess but nations like iran suspected of possible proliferation are under greater scrutiny that can include stringent inspections but the agreement diverges from normal inspection procedures between the iaea and a member country by essentially ceding the agency s investigative authority to iran it allows tehran to employ its own experts and equipment in the search for evidence for activities that it has consistently denied trying to develop nuclear weapons the document suggests that iaea officials will merely monitor iranian experts as they inspect the parchin site and provide the u n agency with photos and videos taken only of areas that iran has not deemed off limits because of military implications iranian technicians are also to perform the sampling of weapons development work which is limited to seven samples inside the facility building in the face of criticism the obama administration has denied that the nuclear deal is built on the trust of the iranians multiple gop lawmakers have sounded the alarm regarding the secret agreements between tehran and the iaea accusing obama of violating the law by denying congress access to the details of the side deals before the final deal was reached in vienna obama signed the iran nuclear agreement review act which requires congressional lawmakers view all documents of the nuclear agreement specifically including those reached on the side via wfbwatch barack hussein obama compare the gop to iranian s chanting death to america over their opposition to his heinous deal,fake
birds of a feather flock together dirty politics follows obama and clinton so here s yet another example of these two scumbags doing underhanded deals and lying their way through every situation obama s state department is blocking correspondence from hillary clinton and her top state department aides about a controversial 12 nation trade deal will not be available for public review at least not until after the election the obama administration abruptly stopped the release of clinton s state department correspondence about the so called trans pacific partnership tpp after first saying it expected to produce the emails this spring the decision came in response to international business times open records request for correspondence between clinton s state department office and the united states trade representative the request which was submitted in july 2015 specifically asked for all such correspondence that made reference to the tpp the state department originally said it estimated the request would be completed by april 2016 last week the agency said it had completed the search process for the correspondence but also said it was delaying the completion of the request until late november 2016 weeks after the presidential election the delay was issued in the same week the obama administration filed a court motion to try to kill a lawsuit aimed at forcing the federal government to more quickly comply with open records requests for clinton era state department documents clinton s shifting positions on the tpp have been a source of controversy during the campaign she repeatedly promoted the deal as secretary of state but then in 2015 said i did not work on tpp even though some leaked state department cables show that her agency was involved in diplomatic discussions about the pact under pressure from her democratic primary opponent bernie sanders clinton announced in october that she now opposes the deal and has disputed that she ever fully backed it in the first place while some tpp related emails have been released by the state department as part of other open records requests ibt s request was designed to provide a comprehensive view of how involved clinton and her top aides were in shaping the trade agreement and whether her agency had a hand in crafting any particular provisions in the pact unions environmental organizations and consumer groups say the agreement will help corporations undermine domestic labor conservation and other public interest laws via gateway pundit,fake
in a rare display of bipartisanship nearly every member of the u s congress voted in a favor of a monumental mental health reform package the legislation which was designed to address current gaps in mental health services such as a lack of qualified staff and a shortage of beds for patients in crisis will now head to the senate for approval according to the non profit organization mental health america more than 57 percent of people who are impacted by mental illness have not received treatment within the past year on top of that mental health facilities across the country report a lack of beds for patients in crisis it s estimated that at least 100 000 beds would be needed to effectively address the needs of all patients while congress did not go that far the legislation does increase funding for additional hospital beds it also expands access to local mental health services including treatment by a qualified psychiatrist in addition the bill provides for medicaid to conditionally cover mental health services it also allows parents of seriously mentally ill adults to access their son or daughter s medical records and treatment plans according to nbc the federal substance abuse and mental health services administration samhsa which was created to oversee the nation s mental health system does not employ a single psychiatrist the legislation addresses this problem by providing funding for the agency to hire qualified staff it also creates a new position assistant secretary of mental health and substance use disorders to head up samhsa the person selected to hold the position must be a psychiatrist or psychologist while mental health advocates say they would have liked the bill to go farther most believe it would be a positive first step toward reforming america s failing mental health system as nbc reports here the bill is the most comprehensive mental health system reform package since the early 1960 s the helping families in mental health crisis act h r 2646 passed the house on july 6 with 422 representatives voting in favor and only two voting against according to govtrack us the bill now has a 27 percent chance of being signed into law featured image via wikipedia public domain,fake
